OCC_source,OCC_target,transition_prob_BLS_ASECnorm_corr,transition_prob_BLS_ASECnorm_in_corr,OCC_TITLE_OCC,OCC_TITLE_OCCLY,EMPOCCLY_unadj_BLS,EMPOCC_unadj_BLS,TOT_EMP_OCC,A_MEAN_OCC,TOT_EMP_OCCLY
51-9120,35-3010,0.0020570154300953974,0.0007472970620190611,Bartenders,Painting Workers,1201772.22,3308857.03,631480,26780,156470
51-9120,35-3030,0.0026494030624205976,0.00022036901242145402,Waiters and Waitresses,Painting Workers,1201772.22,14448397.1,2582410,25830,156470
51-9120,37-2011,0.00035058214831529516,2.35984483001276e-05,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",Painting Workers,1201772.22,17853711.452331517,2156270,28950,156470
51-9120,37-2019,2.2193168408890146e-06,2.35984483001276e-05,"Building Cleaning Workers, All Other",Painting Workers,1201772.22,113020.70766848496,13650,32710,156470
51-9120,47-2030,0.005221639671451218,0.0006269023441903459,Carpenters,Painting Workers,1201772.22,10009886.8,718730,51120,156470
51-9120,51-2090,0.0010353176577837687,0.0001540330889076791,Miscellaneous Assemblers and Fabricators,Painting Workers,1201772.22,8077589.1,1376130,34300,156470
51-9120,53-7050,0.006653365643615893,0.0017053823420531558,Industrial Truck and Tractor Operators,Painting Workers,1201772.22,4688584.96,604130,36480,156470
51-9120,53-7062,0.008658622929393392,0.000719962388081588,"Laborers and Freight, Stock, and Material Movers, Hand",Painting Workers,1201772.22,14454385.23,2893180,30890,156470
51-9120,39-9020,0.0033732174305044263,0.00039802396508979243,Personal Care Aides,Painting Workers,1201772.22,10187701.91,2211950,25090,156470
51-9120,31-1010,0.002161885968707115,0.00016398119524984282,"Nursing, Psychiatric, and Home Health Aides",Painting Workers,1201772.22,15843856.34,2355640,28180,156470
51-9120,49-3023,0.0025650655329676367,0.0004598877777712931,Automotive Service Technicians and Mechanics,Painting Workers,1201772.22,6702992.88,648050,43730,156470
51-9120,47-2150,0.005722376824453473,0.001456079527891016,"Pipelayers, Plumbers, Pipefitters, and Steamfitters",Painting Workers,1201772.22,4722951.85,476140,56980,156470
51-9120,47-2141,0.0018200216843088622,0.0005153589369273853,"Painters, Construction and Maintenance",Painting Workers,1201772.22,4244132.28,228420,43050,156470
51-9120,47-2120,0.002219525427206164,0.008061850710245212,Glaziers,Painting Workers,1201772.22,330862.49,50940,48620,156470
51-9120,47-5050,0.0010163319869963222,0.0046212694401233075,"Rock Splitters, Quarry",Painting Workers,1201772.22,264299.57484517305,4870,35760,156470
51-9120,47-5090,0.0012751105627407658,0.004621269440123308,Miscellaneous Extraction Workers,Painting Workers,1201772.22,331595.56515482697,6110,54300,156470
51-9120,49-3021,0.007024365648924719,0.007520349145979828,Automotive Body and Related Repairers,Painting Workers,1201772.22,1122512.71,142060,46460,156470
51-9120,51-9120,0.9394729323165749,0.9285583871248432,Painting Workers,Painting Workers,1201772.22,1215898.2,156470,39850,156470
33-2020,39-1010,0.03082857541775016,0.0033912810080762765,First-Line Supervisors of Gaming Workers,Fire Inspectors,133575.65,1214274.78,30330,50250,14660
33-2020,33-2020,0.9691714245822498,0.9754536587997562,Fire Inspectors,Fire Inspectors,133575.65,132715.38,14660,62030,14660
39-5090,39-1010,0.0004804660966816688,0.000939133397796502,First-Line Supervisors of Gaming Workers,Miscellaneous Personal Appearance Workers,2373457.79,1214274.78,30330,50250,177770
39-5090,41-2010,0.005609362659025842,0.0005834408429812235,Cashiers,Miscellaneous Personal Appearance Workers,2373457.79,22819083.82,3657570,23270,177770
39-5090,41-2030,0.0012231405640460117,0.00012029130423580154,Retail Salespersons,Miscellaneous Personal Appearance Workers,2373457.79,24133685.46,4448120,28310,177770
39-5090,43-4050,0.00036447688416653916,5.056239123538795e-05,Customer Service Representatives,Miscellaneous Personal Appearance Workers,2373457.79,17108971.29,2871400,36470,177770
39-5090,53-3030,0.003919959958504255,0.00035342708621184107,Driver/Sales Workers and Truck Drivers,Miscellaneous Personal Appearance Workers,2373457.79,26324692.88,3130500,40920,177770
39-5090,35-2010,0.0015251918594263267,0.00023431535603117123,Cooks,Miscellaneous Personal Appearance Workers,2373457.79,15449173.12,2403510,26560,177770
39-5090,35-3030,0.0009477274082889842,0.00015568446689494714,Waiters and Waitresses,Miscellaneous Personal Appearance Workers,2373457.79,14448397.1,2582410,25830,177770
39-5090,43-6010,0.0029894993413807458,0.000303996891917179,Secretaries and Administrative Assistants,Miscellaneous Personal Appearance Workers,2373457.79,23340536.33,3498120,42320,177770
39-5090,47-2060,0.001041617217890359,0.00020266576044234815,Construction Laborers,Miscellaneous Personal Appearance Workers,2373457.79,12199027.18,1001470,40350,177770
39-5090,31-1010,0.0001132463788201601,1.6964651422735634e-05,"Nursing, Psychiatric, and Home Health Aides",Miscellaneous Personal Appearance Workers,2373457.79,15843856.34,2355640,28180,177770
39-5090,39-9010,0.0020689063950027104,0.000525706671714118,Childcare Workers,Miscellaneous Personal Appearance Workers,2373457.79,9340688.0,564630,24610,177770
39-5090,43-9022,0.0012227879139995153,0.003701148076427632,Word Processors and Typists,Miscellaneous Personal Appearance Workers,2373457.79,784144.66,53130,41160,177770
39-5090,25-4010,0.0011326139909991827,0.006009532810339445,"Archivists, Curators, and Museum Technicians",Miscellaneous Personal Appearance Workers,2373457.79,447324.54,31760,53280,177770
39-5090,35-9020,0.0012335110876355632,0.001631306158211651,Dishwashers,Miscellaneous Personal Appearance Workers,2373457.79,1794688.56,504770,23190,177770
39-5090,39-5012,0.0015309909935242623,0.0006009715620298358,"Hairdressers, Hairstylists, and Cosmetologists",Miscellaneous Personal Appearance Workers,2373457.79,6046446.67,377210,30190,177770
39-5090,39-9090,0.001557211177536888,0.003701149614287231,Miscellaneous Personal Care and Service Workers,Miscellaneous Personal Appearance Workers,2373457.79,998601.89,58970,28270,177770
39-5090,39-5090,0.9712175782995492,0.9701490791612676,Miscellaneous Personal Appearance Workers,Miscellaneous Personal Appearance Workers,2373457.79,2376071.86,177770,29380,177770
39-5090,43-9070,0.0011476342707573493,0.008086266384242518,"Office Machine Operators, Except Computer",Miscellaneous Personal Appearance Workers,2373457.79,336850.33,48580,34530,177770
39-5090,51-4010,0.0006740775027644373,0.00220788917851405,Computer Control Programmers and Operators,Miscellaneous Personal Appearance Workers,2373457.79,724626.27,171920,43940,177770
43-3040,39-1010,0.008216336482055452,0.000512596909902057,First-Line Supervisors of Gaming Workers,Gaming Cage Workers,75755.6,1214274.78,30330,50250,16020
43-3040,41-2010,0.004536714117504185,1.5061143677415179e-05,Cashiers,Gaming Cage Workers,75755.6,22819083.82,3657570,23270,16020
43-3040,21-1010,0.05630779770736422,0.0006573695830551376,Counselors,Gaming Cage Workers,75755.6,6488938.81,735100,51920,16020
43-3040,39-9020,0.013317965932551521,9.905932564927343e-05,Personal Care Aides,Gaming Cage Workers,75755.6,10187701.91,2211950,25090,16020
43-3040,43-5080,0.05788919235013651,0.000378776670436318,Stock Clerks and Order Fillers,Gaming Cage Workers,75755.6,11577879.11,2056030,28520,16020
43-3040,43-3040,0.8597319934103882,0.9400483811720456,Gaming Cage Workers,Gaming Cage Workers,75755.6,69283.15,16020,28980,16020
53-5020,39-1010,0.0069079891133337,0.0016768251581408948,First-Line Supervisors of Gaming Workers,Ship and Boat Captains and Operators,295950.33,1214274.78,30330,50250,38910
53-5020,53-3020,0.001039540272317019,6.3780720150575e-05,Bus Drivers,Ship and Boat Captains and Operators,295950.33,4804022.27,678260,36280,38910
53-5020,53-3030,0.010816361842954576,0.00012110749077046781,Driver/Sales Workers and Truck Drivers,Ship and Boat Captains and Operators,295950.33,26324692.88,3130500,40920,38910
53-5020,53-3040,0.0047114817461539355,0.0003441651841806053,Taxi Drivers and Chauffeurs,Ship and Boat Captains and Operators,295950.33,4035001.4,207920,28450,38910
53-5020,47-2060,0.010652711027118348,0.00025739729459173916,Construction Laborers,Ship and Boat Captains and Operators,295950.33,12199027.18,1001470,40350,38910
53-5020,43-9021,0.004153375670167466,0.0005011834664435759,Data Entry Keyers,Ship and Boat Captains and Operators,295950.33,2442629.46,174930,33740,38910
53-5020,47-1010,0.009509732080395846,0.0005422008220067531,First-Line Supervisors of Construction Trades and Extraction Workers,Ship and Boat Captains and Operators,295950.33,5169650.96,598210,70540,38910
53-5020,53-5020,0.95219221085813,0.9794860328339833,Ship and Boat Captains and Operators,Ship and Boat Captains and Operators,295950.33,287703.54,38910,80310,38910
27-2090,41-1010,0.016928557284937647,0.0001494231929920034,First-Line Supervisors of Sales Workers,"Miscellaneous Entertainers and Performers, Sports and Related Workers",316245.26,35828280.02,1429100,51930,13740
27-2090,35-9030,0.003299380676883505,0.0005505085683144146,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop","Miscellaneous Entertainers and Performers, Sports and Related Workers",316245.26,1895362.87,416950,23260,13740
27-2090,37-2012,0.02325814148170948,0.0006397599272077864,Maids and Housekeeping Cleaners,"Miscellaneous Entertainers and Performers, Sports and Related Workers",316245.26,11496932.97,924290,25570,13740
27-2090,51-2090,0.0014862088367743442,5.8186482895001426e-05,Miscellaneous Assemblers and Fabricators,"Miscellaneous Entertainers and Performers, Sports and Related Workers",316245.26,8077589.1,1376130,34300,13740
27-2090,27-2010,0.0008964893260376455,0.00016616629508531237,"Actors, Producers, and Directors","Miscellaneous Entertainers and Performers, Sports and Related Workers",316245.26,1706185.36,166060,81610,13740
27-2090,39-3090,0.00271044536762385,0.0007400139953916476,Miscellaneous Entertainment Attendants and Related Workers,"Miscellaneous Entertainers and Performers, Sports and Related Workers",316245.26,1158309.85,349440,24140,13740
27-2090,27-2090,0.9417197146290825,0.9347201884967683,"Miscellaneous Entertainers and Performers, Sports and Related Workers","Miscellaneous Entertainers and Performers, Sports and Related Workers",316245.26,318613.42,13740,59900,13740
27-2090,27-2030,0.009701062396951024,0.02057734741521101,Dancers and Choreographers,"Miscellaneous Entertainers and Performers, Sports and Related Workers",316245.26,149091.86,14810,46670,13740
33-9010,41-1010,0.006445766705276854,1.6942231099599406e-05,First-Line Supervisors of Sales Workers,Animal Control Workers,94172.04,35828280.02,1429100,51930,12080
33-9010,35-3030,0.007727941329507145,5.036932435917061e-05,Waiters and Waitresses,Animal Control Workers,94172.04,14448397.1,2582410,25830,12080
33-9010,21-1090,0.05578282577291519,0.0016723404834170757,Miscellaneous Community and Social Service Specialists,Animal Control Workers,94172.04,3141215.89,693040,42820,12080
33-9010,37-2020,0.020180836052824173,0.0029880081455577034,Pest Control Workers,Animal Control Workers,94172.04,636032.57,77300,37950,12080
33-9010,33-9010,0.9098626301394767,0.8670306597948012,Animal Control Workers,Animal Control Workers,94172.04,98824.21,12080,38490,12080
41-2022,41-1010,0.004405452982665939,0.00010964559274983583,First-Line Supervisors of Sales Workers,Parts Salespersons,891716.02,35828280.02,1429100,51930,254870
41-2022,41-2030,0.0006661560257715231,2.461381213344114e-05,Retail Salespersons,Parts Salespersons,891716.02,24133685.46,4448120,28310,254870
41-2022,41-4010,0.0004588383418299472,3.9621458190049946e-05,"Sales Representatives, Wholesale and Manufacturing",Parts Salespersons,891716.02,10326563.4,1663160,73680,254870
41-2022,43-4050,0.0028333532686785194,0.0001476737822031847,Customer Service Representatives,Parts Salespersons,891716.02,17108971.29,2871400,36470,254870
41-2022,41-3090,0.004395910146371488,0.0010203022448071338,"Miscellaneous Sales Representatives, Services",Parts Salespersons,891716.02,3841904.22,1033820,64860,254870
41-2022,43-4170,0.0016563339301675884,0.0001430675800746944,Receptionists and Information Clerks,Parts Salespersons,891716.02,10323649.14,1043630,30350,254870
41-2022,43-6010,0.001267180890167253,4.8412148033960785e-05,Secretaries and Administrative Assistants,Parts Salespersons,891716.02,23340536.33,3498120,42320,254870
41-2022,47-2030,0.0013037183070906363,0.00011613982487793966,Carpenters,Parts Salespersons,891716.02,10009886.8,718730,51120,254870
41-2022,49-1010,0.003649152787453566,0.001431997375481797,"First-Line Supervisors of Mechanics, Installers, and Repairers",Parts Salespersons,891716.02,2272356.12,471820,69320,254870
41-2022,51-9060,0.0017173628886918506,0.0002573122365146599,"Inspectors, Testers, Sorters, Samplers, and Weighers",Parts Salespersons,891716.02,5951524.19,557510,42010,254870
41-2022,51-9199,0.002947763010919104,0.0003579165869125034,"Production Workers, All Other",Parts Salespersons,891716.02,7344078.47,230760,34490,254870
41-2022,43-4150,0.0036351774862136044,0.0038462751486641675,Order Clerks,Parts Salespersons,891716.02,842775.38,159210,35790,254870
41-2022,43-5080,0.001693079933676643,0.0001303992281881755,Stock Clerks and Order Fillers,Parts Salespersons,891716.02,11577879.11,2056030,28520,254870
41-2022,49-9070,0.0031404448694327598,0.0007014686787309522,"Maintenance and Repair Workers, General",Parts Salespersons,891716.02,3992173.97,1384240,41020,254870
41-2022,41-3030,0.004343850411031081,0.0018164851248881502,"Securities, Commodities, and Financial Services Sales Agents",Parts Salespersons,891716.02,2132404.47,415890,98770,254870
41-2022,49-3023,0.0027595309995664314,0.00036710735697514273,Automotive Service Technicians and Mechanics,Parts Salespersons,891716.02,6702992.88,648050,43730,254870
41-2022,51-4040,0.0009730911865865098,0.00027525822304761105,Machinists,Parts Salespersons,891716.02,3152389.02,384350,45250,254870
41-2022,37-1011,0.0021719425877310132,0.0007973637554113784,First-Line Supervisors of Housekeeping and Janitorial Workers,Parts Salespersons,891716.02,2428949.13,154180,43150,254870
41-2022,47-5010,0.0032493792137994783,0.008604102515646942,"Derrick, Rotary Drill, and Service Unit Operators, Oil, Gas, and Mining",Parts Salespersons,891716.02,336760.69,79030,52950,254870
41-2022,45-2010,0.002368031360477296,0.010206574214117158,Agricultural Inspectors,Parts Salespersons,891716.02,206887.39,13240,45970,254870
41-2022,49-3030,0.014701286851390199,0.004790196863523589,Bus and Truck Mechanics and Diesel Engine Specialists,Parts Salespersons,891716.02,2736708.61,264860,49150,254870
41-2022,49-3090,0.003150057234589101,0.003798900717160794,"Miscellaneous Vehicle and Mobile Equipment Mechanics, Installers, and Repairers",Parts Salespersons,891716.02,739412.98,139370,30780,254870
41-2022,41-2022,0.9325129052856985,0.9175898712303591,Parts Salespersons,Parts Salespersons,891716.02,906218.26,254870,34080,254870
43-5052,41-1010,0.0011742072024280938,8.798781292990464e-05,First-Line Supervisors of Sales Workers,Postal Service Mail Carriers,2684749.33,35828280.02,1429100,51930,342410
43-5052,43-5052,0.9820730352878047,0.9671189465151611,Postal Service Mail Carriers,Postal Service Mail Carriers,2684749.33,2726262.3,342410,51780,342410
43-5052,43-9060,0.002689567483754619,0.000777932363441686,"Office Clerks, General",Postal Service Mail Carriers,2684749.33,9282059.52,2972930,35200,342410
43-5052,35-2020,0.0001728194862795626,7.188168775873404e-05,Food Preparation Workers,Postal Service Mail Carriers,2684749.33,6454731.58,814600,24830,342410
43-5052,35-3030,0.0006933043912892977,0.0001288273354557787,Waiters and Waitresses,Postal Service Mail Carriers,2684749.33,14448397.1,2582410,25830,342410
